"Estacion","Fecha inicial","Fecha final","NO"
"TANQUES EPM - GIRARDOTA","2025-04-01","","5.38576486"
"TANQUES EPM - GIRARDOTA","2025-03-31","","11.6800234"
"TANQUES EPM - GIRARDOTA","2025-03-30","","11.62246868"
"TANQUES EPM - GIRARDOTA","2025-03-29","","10.73916614"
"TANQUES EPM - GIRARDOTA","2025-03-28","","13.88067011"
"TANQUES EPM - GIRARDOTA","2025-03-27","","6.77277142"
"TANQUES EPM - GIRARDOTA","2025-03-26","","9.85869613"
"TANQUES EPM - GIRARDOTA","2025-03-25","","6.02617599"
"TANQUES EPM - GIRARDOTA","2025-03-24","","4.22194091"
"TANQUES EPM - GIRARDOTA","2025-03-23","","3.70702411"
"TANQUES EPM - GIRARDOTA","2025-03-22","","10.20779866"
"TANQUES EPM - GIRARDOTA","2025-03-21","","8.18664875"
"TANQUES EPM - GIRARDOTA","2025-03-20","","7.27101784"
"TANQUES EPM - GIRARDOTA","2025-03-19","","6.8603947"
"TANQUES EPM - GIRARDOTA","2025-03-18","","14.65797073"
"TANQUES EPM - GIRARDOTA","2025-03-17","","9.97791577"
"TANQUES EPM - GIRARDOTA","2025-03-16","","2.54099084"
"TANQUES EPM - GIRARDOTA","2025-03-15","","12.77580059"
"TANQUES EPM - GIRARDOTA","2025-03-14","","9.97661055"
"TANQUES EPM - GIRARDOTA","2025-03-13","","6.11317206"
"TANQUES EPM - GIRARDOTA","2025-03-12","","11.942614"
"TANQUES EPM - GIRARDOTA","2025-03-11","","11.81294596"
"TANQUES EPM - GIRARDOTA","2025-03-10","","6.0808413"
"TANQUES EPM - GIRARDOTA","2025-03-09","","3.54263688"
"TANQUES EPM - GIRARDOTA","2025-03-08","","6.8423507"
"TANQUES EPM - GIRARDOTA","2025-03-07","","12.43106914"
"TANQUES EPM - GIRARDOTA","2025-03-06","","9.92794031"
"TANQUES EPM - GIRARDOTA","2025-03-05","","12.8329665"
"TANQUES EPM - GIRARDOTA","2025-03-04","","14.43618005"
"TANQUES EPM - GIRARDOTA","2025-03-03","","6.12286234"
"TANQUES EPM - GIRARDOTA","2025-03-02","","5.03281714"
"TANQUES EPM - GIRARDOTA","2025-03-01","","16.16786366"
"TANQUES EPM - GIRARDOTA","2025-02-28","","17.80734535"
"TANQUES EPM - GIRARDOTA","2025-02-27","","7.44263193"
"TANQUES EPM - GIRARDOTA","2025-02-26","","5.17639906"
"TANQUES EPM - GIRARDOTA","2025-02-25","","18.51455253"
