"Estacion","Fecha inicial","Fecha final","SO2"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-24","","13.96615324"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-23","","12.61203995"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-22","","13.80827654"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-21","","13.34848128"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-20","","11.60244899"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-19","","13.25104625"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-18","","10.60344702"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-17","","9.03187144"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-16","","12.69237058"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-15","","12.90935721"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-14","","10.22689251"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-13","","9.95551711"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-12","","7.41439797"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-11","","8.65445278"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-10","","9.16172671"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-09","","14.0946822"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-08","","7.89975855"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-07","","9.2734993"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-06","","10.03954104"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-05","","8.33153855"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-04","","10.14307261"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-03","","8.82664788"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-02","","8.23167959"
"CASA DE JUSTICIA ITAGÜÍ","2025-01-01","","5.75189403"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-31","","6.99841313"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-30","","8.95891774"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-29","","10.97616962"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-28","","14.20796003"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-27","","11.84185996"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-26","","8.21239999"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-25","","6.91690351"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-24","","8.16427737"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-23","","7.0505525"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-22","","7.76228076"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-21","","7.92812461"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-20","","13.51690688"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-19","","14.12688314"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-18","","8.39350932"
"CASA DE JUSTICIA ITAGÜÍ","2024-12-17","","7.14916542"
