"Estacion","Fecha inicial","Fecha final","SO2"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-04","","20.89441829"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-03","","15.08980705"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-02","","19.08320501"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-07-01","","16.37729601"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-30","","25.73730958"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-29","","18.91226721"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-28","","19.14503358"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-27","","5.79006335"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-26","","22.15353885"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-25","","28.54297559"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-24","","18.53269933"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-23","","24.82235071"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-22","","17.9593799"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-21","","20.78530906"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-20","","16.51913801"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-19","","18.59221346"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-18","","16.10452292"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-17","","16.58460355"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-16","","24.6674156"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-15","","9.71072182"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-14","","23.81755386"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-13","","19.41350842"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-12","","39.41025529"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-10","","18.03357418"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-09","","41.78883658"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-08","","30.88882412"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-07","","34.893133"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-06","","28.47751005"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-05","","31.88171815"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-04","","27.26782072"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-03","","29.20854192"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-02","","14.33695333"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-06-01","","10.93274524"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-05-31","","10.77999231"
